Takashi Murakami ,1962,,"Inochi Doll Version: Bob, Yamamoto, David, Zhang, Victor",2009,Sculpture,20160325,Christie's Hong Kong,First Open Hong Kong,"7,733","12,888","9,666",Premium
Kaws ,1974,,Born to bend (bendy and gumby),2013,Sculpture,20160325,Christie's Hong Kong,First Open Hong Kong,"38,666","64,444","80,555",Premium
Michihiro Matsuoka ,1969,,Polluted Air Purification Vessel in Whale Form,2011,Sculpture,20160325,Christie's Hong Kong,First Open Hong Kong,"2,577","5,155","4,833",Premium
Jeff Koons ,1955,,Dom Pérignon Balloon Venus,2013,Sculpture,20160325,Christie's Hong Kong,First Open Hong Kong,"25,777","38,666","48,333",Premium
Qi Baishi ,1864,1957,A pair of soapstone seals late qing dynasty/ republic period,N/A,Sculpture,20151201,Christie's Hong Kong,Fine Chinese Modern Paintings,"15,479","23,219","41,924",Premium
Ju Ming ,1938,,Taichi Series,1991,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"206,452","335,486","345,808",Premium
Ju Ming ,1938,,Tachi Series,1991,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"193,549","322,582",N/A,Bought In
Ju Ming ,1938,,Single Whip,1997,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"77,419","103,226","96,774",Premium
Ju Ming ,1938,,Taichi series,1984,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"28,387","41,290","61,290",Premium
Ida Bagus Tilem ,1936,1993,Blissfully Sleeping,N/A,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"9,032","11,612","27,419",Premium
Vu Cao Dam ,1908,2000,Deux Jeunes Filles (two Girls),N/A,Circa 1956 Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"10,322","15,483","32,258",Premium
Vu Cao Dam ,1908,2000,Family Scene,N/A,Circa 1950 Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"5,161","7,741","8,871",Premium
Yang Ying-Feng ,1926,1997,Taichi,1972,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"25,806","38,709",N/A,Bought In
Zao Wou-Ki ,1921,2013,Stčle N°4,2007,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"20,645","33,548",N/A,Bought In
Chu Teh-Chun ,1920,2014,F35,2005,Sculpture,20151129,Christie's Hong Kong,Asian 20th Century Art Day Sale,"12,903","25,806",N/A,Bought In
Yoshitomo Nara ,1959,,Dream,1994,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"77,419","103,226","96,774",Premium
Yoshitomo Nara ,1959,,Mori Girl,2012,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"7,741","10,322","20,967",Premium
Yoshitomo Nara ,1959,,Doggy Radio,2011,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"1,935","3,225","5,161",Premium
Li Chen ,1963,,The Egret,2000,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"77,419","116,129","112,903",Premium
Li Chen ,1963,,Siddhartha,2000,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"70,968","103,226","120,968",Premium
Li Hui ,1977,,F1,2007,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"90,323","116,129","112,903",Premium
Chiharu Shiota ,1972,,State of Being (Children's Dress),2011,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"9,032","12,903","16,129",Premium
Tatsuo Miyajima ,1957,,Time in blue no. 8,1996,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"19,354","25,806",N/A,Bought In
Sui Jianguo ,1956,,Legacy Mantle,2000,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"51,613","77,419","32,258",Premium
Yayoi Kusama ,1929,,Hat,1988,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"9,032","12,903","14,516",Premium
Yayoi Kusama ,1929,,Pumpkin 2,1998,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"7,741","10,322","17,742",Premium
Yayoi Kusama ,1929,,Strawberry 2,1994,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"5,161","7,741","25,806",Premium
Yayoi Kusama ,1929,,Pumpkin,1993,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"7,741","10,322","25,806",Premium
Yayoi Kusama ,1929,,Shoe,1994,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"9,032","12,903","12,903",Premium
Yayoi Kusama ,1929,,Dots Obsession,2011,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"2,322","3,096","4,838",Premium
Lee Yong-Deok ,1956,,Looking 050301,2005,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"64,516","103,226",N/A,Bought In
Angki Purbandono ,1971,,Sea wedding,2012,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"3,225","4,516",N/A,Bought In
Wang Keping ,1949,,Double,1995,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"15,483","23,225",N/A,Bought In
Wang Keping ,1949,,Fairy,1988,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"18,064","25,806","25,806",Premium
Wang Keping ,1949,,The Lovers,N/A,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"7,741","10,322","27,419",Premium
Hiroshi Ohashi ,1967,,Mimic Dog: Ueno,2006,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"10,322","15,483",N/A,Bought In
Hajime Emoto ,1970,,Homo Pumilus Gidoronia (Male); Draconis Smaragdus; Homo Pumilus Gidoronia (Female); Dragon; Red Wyvern; Sea Serpent ; & Luxuria/Miguel,2002,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"15,483","23,225","19,354",Premium
Hajime Emoto ,1970,,Endops Tergumspineus; Rana Guadriga; Dragon Turtle; Dionaea Monstrum; Dionaea Hydra; & Strange Mushrooms,2004,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"12,903","19,354",N/A,Bought In
Zhou Chunya ,1955,,Green Dog and Plum Blossom,2013,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"58,064","77,419",N/A,Bought In
Nozomu Uchida ,1987,,Fresh milk station,2015,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"10,322","12,903","20,967",Premium
Kum Chi Keung ,1965,,Labour,2012,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"9,032","11,612",N/A,Bought In
Kum Chi Keung ,1965,,Vitual & Real - Landscape,2015,Sculpture,20151129,Christie's Hong Kong,Asian Contemporary Art Day Sale,"15,483","19,354","22,580",Premium
Ju Ming ,1938,,Taichi Series ? Cross Kick,1992,Sculpture,20151128,Christie's Hong Kong,Asian 20th Century & Contemporary Art Evening Sale,"490,200","619,200","546,960",Premium
Zhan Wang ,1962,,Artificial Rock No. 104,2005,Sculpture,20151128,Christie's Hong Kong,Asian 20th Century & Contemporary Art Evening Sale,"490,200","593,400","546,960",Premium
Rudi Mantofani ,1973,,The Earth and the World,2009,Sculpture,20151128,Christie's Hong Kong,Asian 20th Century & Contemporary Art Evening Sale,"51,600","64,500",N/A,Bought In
He Chaozong 17th C,N/A,N/A,A Dehua figure of Guanyin,N/A,Sculpture,20151006,Christie's Hong Kong,The Pavilion Sale,"15,484","23,226",N/A,Bought In
Ju Ming ,1938,,Living world series: swimming,2008,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"25,797","38,696","32,247",Premium
Ju Ming ,1938,,Taichi series,1995,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"386,965","541,752","500,475",Premium
Ju Ming ,1938,,Taichi Series,1995,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"58,044","70,943","72,556",Premium
Ju Ming ,1938,,Taichi: Boxing,1991,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"103,190","154,786","128,988",Premium
Ju Ming ,1938,,Family,1997,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"32,247","45,146","40,308",Premium
Ju Ming ,1938,,Living world Series,2002,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"36,116","49,015",N/A,Bought In
Ben Cabrera ,1942,,Reclining Nude,2001,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"9,029","19,348",N/A,Bought In
Yang Ying-Feng ,1926,1997,Flying Dragon to Present Good Fortune,1991,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"19,348","38,696",N/A,Bought In
Zhu Bingren ,1944,,Virtuous,2012,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"38,696","58,044","48,370",Premium
Chu Teh-Chun ,1920,2014,F32,2006,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"19,348","25,797",N/A,Bought In
Zao Wou-Ki ,1921,2013,Untitled,2007,Sculpture,20150531,Christie's Hong Kong,Asian 20th Century Art Day Sale,"25,797","38,696","35,471",Premium
Do-Ho Suh ,1962,,Gate-Small,2003,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"257,977","386,965","345,689",Premium
Zhan Wang ,1962,,Artificial rock,2006,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"128,988","193,482","144,467",Premium
Li Chen ,1963,,Float to Sukhavati,2002,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"90,292","116,089","314,732",Premium
Li Chen ,1963,,Illuminator,2009,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"122,539","154,786","152,206",Premium
Ikki Miyake ,1973,,Seated girl,2011,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"19,348","32,247","32,247",Premium
Izumi Kato ,1969,,Untitled,2012,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"64,494","90,292","72,556",Premium
Keisuke Tanaka ,1976,,Tento,2007,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"19,348","25,797","12,898",Premium
Hajime Emoto ,1970,,Dragon; Microid; Evil Beast; Merman; Coelacanth; Bull Frog; Drape Turtle; European Alraune; & Fishes Collection,2014,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"18,058","23,217","24,185",Premium
Xu Bing ,1955,,Bird language,2003,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"51,595","77,393","48,370",Premium
Cai Zhisong ,1972,,Custom to Motherland No. 3,N/A,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"36,116","49,015","45,146",Premium
Chintan Upadhyay ,1972,,Iconic shrine,2010,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"32,247","64,494","32,247",Premium
Kum Chi Keung ,1965,,Big bird,2012,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"12,898","19,348","25,797",Premium
Yi Hwan-Kwon ,1974,,A rainy day (Pippi Longstocking),2010,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"36,116","46,435","61,269",Premium
Zhou Chunya ,1955,,Green Dog,2012,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"77,393","103,190","80,617",Premium
Zhou Chunya ,1955,,Green Dog Series,2006,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"25,797","38,696","38,696",Premium
Fumio Yamazaki ,1974,,Silent neighbour,2013,Sculpture,20150531,Christie's Hong Kong,Asian Contemporary Art Day Sale,"19,348","32,247","46,758",Premium
